read_name	primer	expected_insert_distance	fasta_path	hash	read_length	run_name	sample_well	dye	run_start	run_end	abi_path	date
VR-18-c2-2021-09-08	pFC9_t7_primer_1	105	runs/2021-09-08_718616_130254_data/VR-18-c2_pFC9_t7_primer_1__2021-09-09_B08.seq	7641394461944191701	468	2021-09-08_718616_130254_data	B8	Z-BigDyeV3	2021-09-09 07:52:14	2021-09-09 09:54:28	runs/2021-09-08_718616_130254_data/VR-18-c2_pFC9_t7_primer_1__2021-09-09_B08.ab1	2021-09-08
VR-18-c4-2021-09-08	pFC9_t7_primer_1	105	runs/2021-09-08_718616_130254_data/VR-18-c4_pFC9_t7_primer_1__2021-09-09_D08.seq	-6413557845492295533	479	2021-09-08_718616_130254_data	D8	Z-BigDyeV3	2021-09-09 07:52:14	2021-09-09 09:54:28	runs/2021-09-08_718616_130254_data/VR-18-c4_pFC9_t7_primer_1__2021-09-09_D08.ab1	2021-09-08
VR-28-c4-2021-09-08	pFC9_t7_primer_1	105	runs/2021-09-08_718616_130254_data/VR-28-c4_pFC9_t7_primer_1__2021-09-09_A09.seq	-411713814807144864	876	2021-09-08_718616_130254_data	A9	Z-BigDyeV3	2021-09-09 07:52:14	2021-09-09 09:54:28	runs/2021-09-08_718616_130254_data/VR-28-c4_pFC9_t7_primer_1__2021-09-09_A09.ab1	2021-09-08
VR-3-C12-2021-10-29	pFC9_t7_primer_1	105	runs/2021-10-29_730521_133272_data/VR-3-C12_pFC9_t7_primer_1__2021-10-30_H01.seq	-6324404145996548425	428	2021-10-29_730521_133272_data	H1	Z-BigDyeV3	2021-10-30 04:57:23	2021-10-30 06:47:49	runs/2021-10-29_730521_133272_data/VR-3-C12_pFC9_t7_primer_1__2021-10-30_H01.ab1	2021-10-29
VR-3-C7-2021-10-29	pFC9_t7_primer_1	105	runs/2021-10-29_730521_133272_data/VR-3-C7_pFC9_t7_primer_1__2021-10-30_F01.seq	-898262608757770415	905	2021-10-29_730521_133272_data	F1	Z-BigDyeV3	2021-10-30 04:57:23	2021-10-30 06:47:49	runs/2021-10-29_730521_133272_data/VR-3-C7_pFC9_t7_primer_1__2021-10-30_F01.ab1	2021-10-29
VR-3-C10-2021-10-29	pFC9_t7_primer_1	105	runs/2021-10-29_730521_133272_data/VR-3-C10_pFC9_t7_primer_1__2021-10-30_G01.seq	-4704113640232733283	673	2021-10-29_730521_133272_data	G1	Z-BigDyeV3	2021-10-30 04:57:23	2021-10-30 06:47:49	runs/2021-10-29_730521_133272_data/VR-3-C10_pFC9_t7_primer_1__2021-10-30_G01.ab1	2021-10-29
VR-3-C2-2021-10-29	pFC9_t7_primer_1	105	runs/2021-10-29_730521_133272_data/VR-3-C2_pFC9_t7_primer_1__2021-10-30_E01.seq	1474599514182049561	1000	2021-10-29_730521_133272_data	E1	Z-BigDyeV3	2021-10-30 04:57:23	2021-10-30 06:47:49	runs/2021-10-29_730521_133272_data/VR-3-C2_pFC9_t7_primer_1__2021-10-30_E01.ab1	2021-10-29
VR-6B-1-2021-10-20	pFC9_t7_primer_1	105	runs/2021-10-20_728232_132654_data/VR-6B-1_pFC9_t7_primer_1__2021-10-21_A07.seq	-8242195705168089408	1000	2021-10-20_728232_132654_data	A7	Z-BigDyeV3	2021-10-21 03:13:32	2021-10-21 05:03:59	runs/2021-10-20_728232_132654_data/VR-6B-1_pFC9_t7_primer_1__2021-10-21_A07.ab1	2021-10-20
VR-6B-2-2021-10-20	pFC9_t7_primer_1	105	runs/2021-10-20_728232_132654_data/VR-6B-2_pFC9_t7_primer_1__2021-10-21_B07.seq	7824091226780440029	674	2021-10-20_728232_132654_data	B7	Z-BigDyeV3	2021-10-21 03:13:32	2021-10-21 05:03:59	runs/2021-10-20_728232_132654_data/VR-6B-2_pFC9_t7_primer_1__2021-10-21_B07.ab1	2021-10-20
VR-19-1-2021-10-20	pFC9_t7_primer_1	105	runs/2021-10-20_728232_132654_data/VR-19-1_pFC9_t7_primer_1__2021-10-21_E07.seq	-8518470578440764071	1000	2021-10-20_728232_132654_data	E7	Z-BigDyeV3	2021-10-21 03:13:32	2021-10-21 05:03:59	runs/2021-10-20_728232_132654_data/VR-19-1_pFC9_t7_primer_1__2021-10-21_E07.ab1	2021-10-20
VR-9A-1-2021-10-20	pFC9_t7_primer_1	105	runs/2021-10-20_728232_132654_data/VR-9A-1_pFC9_t7_primer_1__2021-10-21_G07.seq	-3748693579555863217	1000	2021-10-20_728232_132654_data	G7	Z-BigDyeV3	2021-10-21 03:13:32	2021-10-21 05:03:59	runs/2021-10-20_728232_132654_data/VR-9A-1_pFC9_t7_primer_1__2021-10-21_G07.ab1	2021-10-20
VR-9B-1-2021-10-20	pFC9_t7_primer_1	105	runs/2021-10-20_728232_132654_data/VR-9B-1_pFC9_t7_primer_1__2021-10-21_A08.seq	6778482719083839498	1000	2021-10-20_728232_132654_data	A8	Z-BigDyeV3	2021-10-21 03:13:32	2021-10-21 05:03:59	runs/2021-10-20_728232_132654_data/VR-9B-1_pFC9_t7_primer_1__2021-10-21_A08.ab1	2021-10-20
VR-6A-1-2021-10-20	pFC9_t7_primer_1	105	runs/2021-10-20_728232_132654_data/VR-6A-1_pFC9_t7_primer_1__2021-10-21_C07.seq	-2506729478215642790	1000	2021-10-20_728232_132654_data	C7	Z-BigDyeV3	2021-10-21 03:13:32	2021-10-21 05:03:59	runs/2021-10-20_728232_132654_data/VR-6A-1_pFC9_t7_primer_1__2021-10-21_C07.ab1	2021-10-20
VR-19-2-2021-10-20	pFC9_t7_primer_1	105	runs/2021-10-20_728232_132654_data/VR-19-2_pFC9_t7_primer_1__2021-10-21_F07.seq	-8430049465284902961	1000	2021-10-20_728232_132654_data	F7	Z-BigDyeV3	2021-10-21 03:13:32	2021-10-21 05:03:59	runs/2021-10-20_728232_132654_data/VR-19-2_pFC9_t7_primer_1__2021-10-21_F07.ab1	2021-10-20
VR-6A-2-2021-10-20	pFC9_t7_primer_1	105	runs/2021-10-20_728232_132654_data/VR-6A-2_pFC9_t7_primer_1__2021-10-21_D07.seq	241892605479998315	716	2021-10-20_728232_132654_data	D7	Z-BigDyeV3	2021-10-21 03:13:32	2021-10-21 05:03:59	runs/2021-10-20_728232_132654_data/VR-6A-2_pFC9_t7_primer_1__2021-10-21_D07.ab1	2021-10-20
VR-9A-2-2021-10-20	pFC9_t7_primer_1	105	runs/2021-10-20_728232_132654_data/VR-9A-2_pFC9_t7_primer_1__2021-10-21_H07.seq	9053960887992658120	954	2021-10-20_728232_132654_data	H7	Z-BigDyeV3	2021-10-21 03:13:32	2021-10-21 05:03:59	runs/2021-10-20_728232_132654_data/VR-9A-2_pFC9_t7_primer_1__2021-10-21_H07.ab1	2021-10-20
VR-9B-2-2021-10-20	pFC9_t7_primer_1	105	runs/2021-10-20_728232_132654_data/VR-9B-2_pFC9_t7_primer_1__2021-10-21_B08.seq	-7775181274521100154	830	2021-10-20_728232_132654_data	B8	Z-BigDyeV3	2021-10-21 03:13:32	2021-10-21 05:03:59	runs/2021-10-20_728232_132654_data/VR-9B-2_pFC9_t7_primer_1__2021-10-21_B08.ab1	2021-10-20
VR-31-c4-2021-10-27	VRI_primer_2	0	runs/2021-10-27_729963_133096_data/VR-31-c4_VRI_primer_2__2021-10-28_E05.seq	-3847666089323451866	1000	2021-10-27_729963_133096_data	E5	Z-BigDyeV3	2021-10-28 01:17:23	2021-10-28 03:24:28	runs/2021-10-27_729963_133096_data/VR-31-c4_VRI_primer_2__2021-10-28_E05.ab1	2021-10-27
VR-31-c1-2021-10-27	VRI_primer_2	0	runs/2021-10-27_729963_133096_data/VR-31-c1_VRI_primer_2__2021-10-28_C05.seq	-6363032136541350846	1000	2021-10-27_729963_133096_data	C5	Z-BigDyeV3	2021-10-28 01:17:23	2021-10-28 03:24:28	runs/2021-10-27_729963_133096_data/VR-31-c1_VRI_primer_2__2021-10-28_C05.ab1	2021-10-27
VR-31-c6-2021-10-27	VRI_primer_2	0	runs/2021-10-27_729963_133096_data/VR-31-c6_VRI_primer_2__2021-10-28_G05.seq	2218737247101357481	1000	2021-10-27_729963_133096_data	G5	Z-BigDyeV3	2021-10-28 01:17:23	2021-10-28 03:24:28	runs/2021-10-27_729963_133096_data/VR-31-c6_VRI_primer_2__2021-10-28_G05.ab1	2021-10-27
VR-31-c2-2021-10-27	VRI_primer_2	0	runs/2021-10-27_729963_133096_data/VR-31-c2_VRI_primer_2__2021-10-28_D05.seq	2040362646476693318	1000	2021-10-27_729963_133096_data	D5	Z-BigDyeV3	2021-10-28 01:17:23	2021-10-28 03:24:28	runs/2021-10-27_729963_133096_data/VR-31-c2_VRI_primer_2__2021-10-28_D05.ab1	2021-10-27
VR-31-c5-2021-10-27	VRI_primer_2	0	runs/2021-10-27_729963_133096_data/VR-31-c5_VRI_primer_2__2021-10-28_F05.seq	3670172564561816703	523	2021-10-27_729963_133096_data	F5	Z-BigDyeV3	2021-10-28 01:17:23	2021-10-28 03:24:28	runs/2021-10-27_729963_133096_data/VR-31-c5_VRI_primer_2__2021-10-28_F05.ab1	2021-10-27
VR-16-C3-2021-11-19	pFC9_t7_primer_1	105	runs/2021-11-19_735528_134342_data/VR-16-C3_pFC9_t7_primer_1__2021-11-20_E08.seq	-1156074523541241799	796	2021-11-19_735528_134342_data	E8	Z-BigDyeV3	2021-11-20 01:23:40	2021-11-20 03:30:18	runs/2021-11-19_735528_134342_data/VR-16-C3_pFC9_t7_primer_1__2021-11-20_E08.ab1	2021-11-19
VR-16-C6-2021-11-19	pFC9_t7_primer_1	105	runs/2021-11-19_735528_134342_data/VR-16-C6_pFC9_t7_primer_1__2021-11-20_H08.seq	-3426105661968096709	892	2021-11-19_735528_134342_data	H8	Z-BigDyeV3	2021-11-20 01:23:40	2021-11-20 03:30:18	runs/2021-11-19_735528_134342_data/VR-16-C6_pFC9_t7_primer_1__2021-11-20_H08.ab1	2021-11-19
VR-16-C5-2021-11-19	pFC9_t7_primer_1	105	runs/2021-11-19_735528_134342_data/VR-16-C5_pFC9_t7_primer_1__2021-11-20_G08.seq	7572071417929909874	837	2021-11-19_735528_134342_data	G8	Z-BigDyeV3	2021-11-20 01:23:40	2021-11-20 03:30:18	runs/2021-11-19_735528_134342_data/VR-16-C5_pFC9_t7_primer_1__2021-11-20_G08.ab1	2021-11-19
VR-16-C1-2021-11-19	pFC9_t7_primer_1	105	runs/2021-11-19_735528_134342_data/VR-16-C1_pFC9_t7_primer_1__2021-11-20_C08.seq	-6648779624485284217	803	2021-11-19_735528_134342_data	C8	Z-BigDyeV3	2021-11-20 01:23:40	2021-11-20 03:30:18	runs/2021-11-19_735528_134342_data/VR-16-C1_pFC9_t7_primer_1__2021-11-20_C08.ab1	2021-11-19
VR-16-C2-2021-11-19	pFC9_t7_primer_1	105	runs/2021-11-19_735528_134342_data/VR-16-C2_pFC9_t7_primer_1__2021-11-20_D08.seq	-4989301431704355184	1000	2021-11-19_735528_134342_data	D8	Z-BigDyeV3	2021-11-20 01:23:40	2021-11-20 03:30:18	runs/2021-11-19_735528_134342_data/VR-16-C2_pFC9_t7_primer_1__2021-11-20_D08.ab1	2021-11-19
VR-16-C4-2021-11-19	pFC9_t7_primer_1	105	runs/2021-11-19_735528_134342_data/VR-16-C4_pFC9_t7_primer_1__2021-11-20_F08.seq	-422927132745470023	958	2021-11-19_735528_134342_data	F8	Z-BigDyeV3	2021-11-20 01:23:40	2021-11-20 03:30:18	runs/2021-11-19_735528_134342_data/VR-16-C4_pFC9_t7_primer_1__2021-11-20_F08.ab1	2021-11-19
VR-31-2021-09-17	Variable_region_insert_primer_2	0	runs/2021-09-17_720670_130780_data/VR-31_Variable_region_insert_primer_2__2021-09-18_G09.seq	-613118795034223325	138	2021-09-17_720670_130780_data	G9	Z-BigDyeV3	2021-09-18 02:17:42	2021-09-18 04:22:13	runs/2021-09-17_720670_130780_data/VR-31_Variable_region_insert_primer_2__2021-09-18_G09.ab1	2021-09-17
VR-25-2021-09-17	Variable_region_insert_primer_2	0	runs/2021-09-17_720670_130780_data/VR-25_Variable_region_insert_primer_2__2021-09-18_F09.seq	-4136629450396694480	5	2021-09-17_720670_130780_data	F9	Z-BigDyeV3	2021-09-18 02:17:42	2021-09-18 04:22:13	runs/2021-09-17_720670_130780_data/VR-25_Variable_region_insert_primer_2__2021-09-18_F09.ab1	2021-09-17
VR-23-2021-09-17	Variable_region_insert_primer_2	0	runs/2021-09-17_720670_130780_data/VR-23_Variable_region_insert_primer_2__2021-09-18_E09.seq	3096979266719138644	120	2021-09-17_720670_130780_data	E9	Z-BigDyeV3	2021-09-18 02:17:42	2021-09-18 04:22:13	runs/2021-09-17_720670_130780_data/VR-23_Variable_region_insert_primer_2__2021-09-18_E09.ab1	2021-09-17
VR-20-2021-09-17	Variable_region_insert_primer_2	0	runs/2021-09-17_720670_130780_data/VR-20_Variable_region_insert_primer_2__2021-09-18_D09.seq	4102988433924209258	5	2021-09-17_720670_130780_data	D9	Z-BigDyeV3	2021-09-18 02:17:42	2021-09-18 04:22:13	runs/2021-09-17_720670_130780_data/VR-20_Variable_region_insert_primer_2__2021-09-18_D09.ab1	2021-09-17
VR-8-2021-09-17	Variable_region_insert_primer_2	0	runs/2021-09-17_720670_130780_data/VR-8_Variable_region_insert_primer_2__2021-09-18_C09.seq	-1252722244751559984	308	2021-09-17_720670_130780_data	C9	Z-BigDyeV3	2021-09-18 02:17:42	2021-09-18 04:22:13	runs/2021-09-17_720670_130780_data/VR-8_Variable_region_insert_primer_2__2021-09-18_C09.ab1	2021-09-17
VR-29-b-2021-09-01	Variable_region_insert_primer_1	0	runs/2021-09-01_717406_129951_data/VR-29-b__2021-09-02_D09.seq	6708539639965065466	1000	2021-09-01_717406_129951_data	D9	Z-BigDyeV3	2021-09-02 03:36:54	2021-09-02 05:27:42	runs/2021-09-01_717406_129951_data/VR-29-b__2021-09-02_D09.ab1	2021-09-01
VR-13-2021-09-01	Variable_region_insert_primer_1	0	runs/2021-09-01_717406_129951_data/VR-13__2021-09-02_B09.seq	-1858522145807502777	1000	2021-09-01_717406_129951_data	B9	Z-BigDyeV3	2021-09-02 03:36:54	2021-09-02 05:27:42	runs/2021-09-01_717406_129951_data/VR-13__2021-09-02_B09.ab1	2021-09-01
VR-29-a-2021-09-01	Variable_region_insert_primer_1	0	runs/2021-09-01_717406_129951_data/VR-29-a__2021-09-02_C09.seq	-3043602374059106805	1000	2021-09-01_717406_129951_data	C9	Z-BigDyeV3	2021-09-02 03:36:54	2021-09-02 05:27:42	runs/2021-09-01_717406_129951_data/VR-29-a__2021-09-02_C09.ab1	2021-09-01
VR-3-2021-09-01	Variable_region_insert_primer_1	0	runs/2021-09-01_717406_129951_data/VR-3_pFC9-fwd__2021-09-02_A09.seq	-5595435188050980296	1000	2021-09-01_717406_129951_data	A9	Z-BigDyeV3	2021-09-02 03:36:54	2021-09-02 05:27:42	runs/2021-09-01_717406_129951_data/VR-3_pFC9-fwd__2021-09-02_A09.ab1	2021-09-01
VR-8-1-2021-10-15	pFC9_t7_primer_1	105	runs/2021-10-15_727239_132390_data/VR-8-1_pFC9_t7_primer_1__2021-10-16_F09.seq	1560474868625253120	1000	2021-10-15_727239_132390_data	F9	Z-BigDyeV3	2021-10-16 03:07:55	2021-10-16 04:58:30	runs/2021-10-15_727239_132390_data/VR-8-1_pFC9_t7_primer_1__2021-10-16_F09.ab1	2021-10-15
VR-8-5-2021-10-15	pFC9_t7_primer_1	105	runs/2021-10-15_727239_132390_data/VR-8-5_pFC9_t7_primer_1__2021-10-16_B10.seq	-4465170885543793462	874	2021-10-15_727239_132390_data	B10	Z-BigDyeV3	2021-10-16 03:07:55	2021-10-16 04:58:30	runs/2021-10-15_727239_132390_data/VR-8-5_pFC9_t7_primer_1__2021-10-16_B10.ab1	2021-10-15
VR-8-6-2021-10-15	pFC9_t7_primer_1	105	runs/2021-10-15_727239_132390_data/VR-8-6_pFC9_t7_primer_1__2021-10-16_C10.seq	1620171808836863119	872	2021-10-15_727239_132390_data	C10	Z-BigDyeV3	2021-10-16 03:07:55	2021-10-16 04:58:30	runs/2021-10-15_727239_132390_data/VR-8-6_pFC9_t7_primer_1__2021-10-16_C10.ab1	2021-10-15
VR-8-4-2021-10-15	pFC9_t7_primer_1	105	runs/2021-10-15_727239_132390_data/VR-8-4_pFC9_t7_primer_1__2021-10-16_A10.seq	-6763901983842145318	957	2021-10-15_727239_132390_data	A10	Z-BigDyeV3	2021-10-16 03:07:55	2021-10-16 04:58:30	runs/2021-10-15_727239_132390_data/VR-8-4_pFC9_t7_primer_1__2021-10-16_A10.ab1	2021-10-15
VR-8-3-2021-10-15	pFC9_t7_primer_1	105	runs/2021-10-15_727239_132390_data/VR-8-3_pFC9_t7_primer_1__2021-10-16_H09.seq	69301380162682660	1000	2021-10-15_727239_132390_data	H9	Z-BigDyeV3	2021-10-16 03:07:55	2021-10-16 04:58:30	runs/2021-10-15_727239_132390_data/VR-8-3_pFC9_t7_primer_1__2021-10-16_H09.ab1	2021-10-15
VR-8-2-2021-10-15	pFC9_t7_primer_1	105	runs/2021-10-15_727239_132390_data/VR-8-2_pFC9_t7_primer_1__2021-10-16_G09.seq	8749230636070418523	1000	2021-10-15_727239_132390_data	G9	Z-BigDyeV3	2021-10-16 03:07:55	2021-10-16 04:58:30	runs/2021-10-15_727239_132390_data/VR-8-2_pFC9_t7_primer_1__2021-10-16_G09.ab1	2021-10-15
pFC9-VR-8-C8-2021-10-07	VRI-1	0	runs/2021-10-07_725376_131945_data/pFC9-VR-8-C8_VRI-1__2021-10-09_G07.seq	1772378517794503132	1000	2021-10-07_725376_131945_data	G7	Z-BigDyeV3	2021-10-09 01:49:37	2021-10-09 03:56:26	runs/2021-10-07_725376_131945_data/pFC9-VR-8-C8_VRI-1__2021-10-09_G07.ab1	2021-10-07
pFC9-VR-8-C1-2021-10-07	VRI-1	0	runs/2021-10-07_725376_131945_data/pFC9-VR-8-C1_VRI-1__2021-10-09_E07.seq	6299174962540838960	1000	2021-10-07_725376_131945_data	E7	Z-BigDyeV3	2021-10-09 01:49:37	2021-10-09 03:56:26	runs/2021-10-07_725376_131945_data/pFC9-VR-8-C1_VRI-1__2021-10-09_E07.ab1	2021-10-07
pFC9-VR-8-C6-2021-10-07	VRI-1	0	runs/2021-10-07_725376_131945_data/pFC9-VR-8-C6_VRI-1__2021-10-09_F07.seq	6714280669978863413	1000	2021-10-07_725376_131945_data	F7	Z-BigDyeV3	2021-10-09 01:49:37	2021-10-09 03:56:26	runs/2021-10-07_725376_131945_data/pFC9-VR-8-C6_VRI-1__2021-10-09_F07.ab1	2021-10-07
pFC9-VR-8-C9-2021-10-07	VRI-1	0	runs/2021-10-07_725376_131945_data/pFC9-VR-8-C9_VRI-1__2021-10-09_H07.seq	6930936231627434983	1000	2021-10-07_725376_131945_data	H7	Z-BigDyeV3	2021-10-09 01:49:37	2021-10-09 03:56:26	runs/2021-10-07_725376_131945_data/pFC9-VR-8-C9_VRI-1__2021-10-09_H07.ab1	2021-10-07
VR-28-3-2021-11-12	pFC9_t7_primer_1	105	runs/2021-11-12_733867_133961_data/VR-28-3_pFC9_t7_primer_1__2021-11-13_H08.seq	2937889847531788526	964	2021-11-12_733867_133961_data	H8	Z-BigDyeV3	2021-11-13 07:21:37	2021-11-13 09:12:21	runs/2021-11-12_733867_133961_data/VR-28-3_pFC9_t7_primer_1__2021-11-13_H08.ab1	2021-11-12
VR-28-1-2021-11-12	pFC9_t7_primer_1	105	runs/2021-11-12_733867_133961_data/VR-28-1_pFC9_t7_primer_1__2021-11-13_F08.seq	-8751196354968005209	1000	2021-11-12_733867_133961_data	F8	Z-BigDyeV3	2021-11-13 07:21:37	2021-11-13 09:12:21	runs/2021-11-12_733867_133961_data/VR-28-1_pFC9_t7_primer_1__2021-11-13_F08.ab1	2021-11-12
VR-21-4-2021-11-12	pFC9_t7_primer_1	105	runs/2021-11-12_733867_133961_data/VR-21-4_pFC9_t7_primer_1__2021-11-13_C08.seq	-6497508184279236833	1000	2021-11-12_733867_133961_data	C8	Z-BigDyeV3	2021-11-13 07:21:37	2021-11-13 09:12:21	runs/2021-11-12_733867_133961_data/VR-21-4_pFC9_t7_primer_1__2021-11-13_C08.ab1	2021-11-12
VR-21-6-2021-11-12	pFC9_t7_primer_1	105	runs/2021-11-12_733867_133961_data/VR-21-6_pFC9_t7_primer_1__2021-11-13_D08.seq	3914631118592895568	1000	2021-11-12_733867_133961_data	D8	Z-BigDyeV3	2021-11-13 07:21:37	2021-11-13 09:12:21	runs/2021-11-12_733867_133961_data/VR-21-6_pFC9_t7_primer_1__2021-11-13_D08.ab1	2021-11-12
VR-28-5-2021-11-12	pFC9_t7_primer_1	105	runs/2021-11-12_733867_133961_data/VR-28-5_pFC9_t7_primer_1__2021-11-13_B09.seq	2896535710471732880	1000	2021-11-12_733867_133961_data	B9	Z-BigDyeV3	2021-11-13 07:21:37	2021-11-13 09:12:21	runs/2021-11-12_733867_133961_data/VR-28-5_pFC9_t7_primer_1__2021-11-13_B09.ab1	2021-11-12
VR-28-4-2021-11-12	pFC9_t7_primer_1	105	runs/2021-11-12_733867_133961_data/VR-28-4_pFC9_t7_primer_1__2021-11-13_A09.seq	1698564020690500245	1000	2021-11-12_733867_133961_data	A9	Z-BigDyeV3	2021-11-13 07:21:37	2021-11-13 09:12:21	runs/2021-11-12_733867_133961_data/VR-28-4_pFC9_t7_primer_1__2021-11-13_A09.ab1	2021-11-12
VR-21-7-2021-11-12	pFC9_t7_primer_1	105	runs/2021-11-12_733867_133961_data/VR-21-7_pFC9_t7_primer_1__2021-11-13_E08.seq	-8933244320939586761	1000	2021-11-12_733867_133961_data	E8	Z-BigDyeV3	2021-11-13 07:21:37	2021-11-13 09:12:21	runs/2021-11-12_733867_133961_data/VR-21-7_pFC9_t7_primer_1__2021-11-13_E08.ab1	2021-11-12
VR-21-1-2021-11-12	pFC9_t7_primer_1	105	runs/2021-11-12_733867_133961_data/VR-21-1_pFC9_t7_primer_1__2021-11-13_A08.seq	1016587434234552436	1000	2021-11-12_733867_133961_data	A8	Z-BigDyeV3	2021-11-13 07:21:37	2021-11-13 09:12:21	runs/2021-11-12_733867_133961_data/VR-21-1_pFC9_t7_primer_1__2021-11-13_A08.ab1	2021-11-12
VR-28-2-2021-11-12	pFC9_t7_primer_1	105	runs/2021-11-12_733867_133961_data/VR-28-2_pFC9_t7_primer_1__2021-11-13_G08.seq	8814326008995977660	1000	2021-11-12_733867_133961_data	G8	Z-BigDyeV3	2021-11-13 07:21:37	2021-11-13 09:12:21	runs/2021-11-12_733867_133961_data/VR-28-2_pFC9_t7_primer_1__2021-11-13_G08.ab1	2021-11-12
VR-21-2-2021-11-12	pFC9_t7_primer_1	105	runs/2021-11-12_733867_133961_data/VR-21-2_pFC9_t7_primer_1__2021-11-13_B08.seq	-2874649017379730615	1000	2021-11-12_733867_133961_data	B8	Z-BigDyeV3	2021-11-13 07:21:37	2021-11-13 09:12:21	runs/2021-11-12_733867_133961_data/VR-21-2_pFC9_t7_primer_1__2021-11-13_B08.ab1	2021-11-12
VR-5-2-2021-09-07	pFC9_t7_primer_1	105	runs/2021-09-07_718313_130254_data/VR-5-2_pFC9_t7_primer_1__2021-09-09_A06.seq	6544092969708258700	999	2021-09-07_718313_130254_data	A6	Z-BigDyeV3	2021-09-09 07:52:14	2021-09-09 09:54:28	runs/2021-09-07_718313_130254_data/VR-5-2_pFC9_t7_primer_1__2021-09-09_A06.ab1	2021-09-07
VR-14-1-2021-09-07	pFC9_t7_primer_1	105	runs/2021-09-07_718313_130254_data/VR-14-1_pFC9_t7_primer_1__2021-09-09_H06.seq	868907954997604510	540	2021-09-07_718313_130254_data	H6	Z-BigDyeV3	2021-09-09 07:52:14	2021-09-09 09:54:28	runs/2021-09-07_718313_130254_data/VR-14-1_pFC9_t7_primer_1__2021-09-09_H06.ab1	2021-09-07
VR-1-1-2021-09-07	pFC9_t7_primer_1	105	runs/2021-09-07_718313_130254_data/VR-1-1_pFC9_t7_primer_1__2021-09-09_A05.seq	-7914070513838856778	1000	2021-09-07_718313_130254_data	A5	Z-BigDyeV3	2021-09-09 07:52:14	2021-09-09 09:54:28	runs/2021-09-07_718313_130254_data/VR-1-1_pFC9_t7_primer_1__2021-09-09_A05.ab1	2021-09-07
VR-5-1-2021-09-07	pFC9_t7_primer_1	105	runs/2021-09-07_718313_130254_data/VR-5-1_pFC9_t7_primer_1__2021-09-09_H05.seq	1903593715588402056	922	2021-09-07_718313_130254_data	H5	Z-BigDyeV3	2021-09-09 07:52:14	2021-09-09 09:54:28	runs/2021-09-07_718313_130254_data/VR-5-1_pFC9_t7_primer_1__2021-09-09_H05.ab1	2021-09-07
VR-11-3-2021-09-07	pFC9_t7_primer_1	105	runs/2021-09-07_718313_130254_data/VR-11-3_pFC9_t7_primer_1__2021-09-09_D06.seq	8503012733319731158	1000	2021-09-07_718313_130254_data	D6	Z-BigDyeV3	2021-09-09 07:52:14	2021-09-09 09:54:28	runs/2021-09-07_718313_130254_data/VR-11-3_pFC9_t7_primer_1__2021-09-09_D06.ab1	2021-09-07
VR-11-5-A-2021-09-07	pFC9_t7_primer_1	105	runs/2021-09-07_718313_130254_data/VR-11-5-A_pFC9_t7_primer_1__2021-09-09_E06.seq	-7964357927881952546	1000	2021-09-07_718313_130254_data	E6	Z-BigDyeV3	2021-09-09 07:52:14	2021-09-09 09:54:28	runs/2021-09-07_718313_130254_data/VR-11-5-A_pFC9_t7_primer_1__2021-09-09_E06.ab1	2021-09-07
VR-4-2-A-2021-09-07	pFC9_t7_primer_1	105	runs/2021-09-07_718313_130254_data/VR-4-2-A_pFC9_t7_primer_1__2021-09-09_F05.seq	486419024612430921	1000	2021-09-07_718313_130254_data	F5	Z-BigDyeV3	2021-09-09 07:52:14	2021-09-09 09:54:28	runs/2021-09-07_718313_130254_data/VR-4-2-A_pFC9_t7_primer_1__2021-09-09_F05.ab1	2021-09-07
VR-4-2-B-2021-09-07	pFC9_t7_primer_1	105	runs/2021-09-07_718313_130254_data/VR-4-2-B_pFC9_t7_primer_1__2021-09-09_G05.seq	-9187475751892784309	957	2021-09-07_718313_130254_data	G5	Z-BigDyeV3	2021-09-09 07:52:14	2021-09-09 09:54:28	runs/2021-09-07_718313_130254_data/VR-4-2-B_pFC9_t7_primer_1__2021-09-09_G05.ab1	2021-09-07
VR-1-7-2021-09-07	pFC9_t7_primer_1	105	runs/2021-09-07_718313_130254_data/VR-1-7_pFC9_t7_primer_1__2021-09-09_B05.seq	7405087556485438058	1000	2021-09-07_718313_130254_data	B5	Z-BigDyeV3	2021-09-09 07:52:14	2021-09-09 09:54:28	runs/2021-09-07_718313_130254_data/VR-1-7_pFC9_t7_primer_1__2021-09-09_B05.ab1	2021-09-07
VR-11-6-2021-09-07	pFC9_t7_primer_1	105	runs/2021-09-07_718313_130254_data/VR-11-6_pFC9_t7_primer_1__2021-09-09_G06.seq	8922474816715602701	430	2021-09-07_718313_130254_data	G6	Z-BigDyeV3	2021-09-09 07:52:14	2021-09-09 09:54:28	runs/2021-09-07_718313_130254_data/VR-11-6_pFC9_t7_primer_1__2021-09-09_G06.ab1	2021-09-07
VR-14-6-2021-09-07	pFC9_t7_primer_1	105	runs/2021-09-07_718313_130254_data/VR-14-6_pFC9_t7_primer_1__2021-09-09_A07.seq	5874829168180935405	961	2021-09-07_718313_130254_data	A7	Z-BigDyeV3	2021-09-09 07:52:14	2021-09-09 09:54:28	runs/2021-09-07_718313_130254_data/VR-14-6_pFC9_t7_primer_1__2021-09-09_A07.ab1	2021-09-07
